
==> Starting time is t1: 1515285788, Sat Jan  6 16:43:08 PST 2018 

2018-01-06T16:43:08.046-0800	connected to: localhost
2018-01-06T19:59:26.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:29.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:32.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:35.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:38.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:41.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
2018-01-06T19:59:44.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.5%)
2018-01-06T19:59:47.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T19:59:50.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T19:59:53.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T19:59:56.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T19:59:59.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T20:00:02.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.5%)
2018-01-06T20:00:05.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:08.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:11.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:14.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:17.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:20.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:23.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:26.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.6%)
2018-01-06T20:00:29.044-0800	[############............] jagdb.xaa700m_row	23.3GB/44.3GB (52.7%)
2018-01-06T20:00:32.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:35.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:38.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:41.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:44.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:47.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.7%)
2018-01-06T20:00:50.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:00:53.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:00:56.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:00:59.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:01:02.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:01:05.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:01:08.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.8%)
2018-01-06T20:01:11.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.9%)
2018-01-06T20:01:14.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.9%)
2018-01-06T20:01:17.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.9%)
2018-01-06T20:01:20.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.9%)
2018-01-06T20:01:23.044-0800	[############............] jagdb.xaa700m_row	23.4GB/44.3GB (52.9%)
2018-01-06T20:01:26.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (52.9%)
2018-01-06T20:01:29.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (52.9%)
2018-01-06T20:01:32.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (52.9%)
2018-01-06T20:01:35.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:38.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:41.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:44.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:47.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:50.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:53.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.0%)
2018-01-06T20:01:56.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.1%)
2018-01-06T20:01:59.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.1%)
2018-01-06T20:02:02.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.1%)
2018-01-06T20:02:05.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.1%)
2018-01-06T20:02:08.044-0800	[############............] jagdb.xaa700m_row	23.5GB/44.3GB (53.1%)
2018-01-06T20:02:11.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.1%)
2018-01-06T20:02:14.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.1%)
2018-01-06T20:02:17.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.1%)
2018-01-06T20:02:20.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:23.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:26.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:29.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:32.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:35.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:38.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.2%)
2018-01-06T20:02:41.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:44.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:47.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:50.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:53.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:56.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:02:59.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:03:02.044-0800	[############............] jagdb.xaa700m_row	23.6GB/44.3GB (53.3%)
2018-01-06T20:03:05.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:08.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:11.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:14.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:17.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:20.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:23.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.4%)
2018-01-06T20:03:26.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:29.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:32.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:35.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:38.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:41.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:44.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:47.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.5%)
2018-01-06T20:03:50.044-0800	[############............] jagdb.xaa700m_row	23.7GB/44.3GB (53.6%)
2018-01-06T20:03:53.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:03:56.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:03:59.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:04:02.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:04:05.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:04:08.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.6%)
2018-01-06T20:04:11.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:14.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:17.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:20.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:23.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:26.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:29.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.7%)
2018-01-06T20:04:32.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.8%)
2018-01-06T20:04:35.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.8%)
2018-01-06T20:04:38.044-0800	[############............] jagdb.xaa700m_row	23.8GB/44.3GB (53.8%)
2018-01-06T20:04:41.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.8%)
2018-01-06T20:04:44.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.8%)
2018-01-06T20:04:47.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.8%)
2018-01-06T20:04:50.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.8%)
2018-01-06T20:04:53.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.8%)
2018-01-06T20:04:56.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:04:59.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:02.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:05.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:08.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:11.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:14.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (53.9%)
2018-01-06T20:05:17.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:20.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:23.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:26.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:29.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:32.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:35.044-0800	[############............] jagdb.xaa700m_row	23.9GB/44.3GB (54.0%)
2018-01-06T20:05:38.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.0%)
2018-01-06T20:05:41.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:44.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:47.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:50.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:53.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:56.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:05:59.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:06:02.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.1%)
2018-01-06T20:06:05.044-0800	[############............] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:08.044-0800	[#############...........] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:11.044-0800	[#############...........] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:14.044-0800	[#############...........] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:17.044-0800	[#############...........] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:20.044-0800	[#############...........] jagdb.xaa700m_row	24.0GB/44.3GB (54.2%)
2018-01-06T20:06:23.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.2%)
2018-01-06T20:06:26.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:29.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:32.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:35.045-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:38.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:41.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:44.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.3%)
2018-01-06T20:06:47.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:06:50.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:06:53.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:06:56.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:06:59.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:07:02.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:07:05.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:07:08.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.4%)
2018-01-06T20:07:11.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.5%)
2018-01-06T20:07:14.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.5%)
2018-01-06T20:07:17.044-0800	[#############...........] jagdb.xaa700m_row	24.1GB/44.3GB (54.5%)
2018-01-06T20:07:20.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.5%)
2018-01-06T20:07:23.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.5%)
2018-01-06T20:07:26.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.5%)
2018-01-06T20:07:29.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.5%)
2018-01-06T20:07:32.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:35.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:38.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:41.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:44.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:47.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:50.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:53.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.6%)
2018-01-06T20:07:56.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.7%)
2018-01-06T20:07:59.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.7%)
2018-01-06T20:08:02.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.7%)
2018-01-06T20:08:05.044-0800	[#############...........] jagdb.xaa700m_row	24.2GB/44.3GB (54.7%)
2018-01-06T20:08:08.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.7%)
2018-01-06T20:08:11.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.7%)
2018-01-06T20:08:14.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.7%)
2018-01-06T20:08:17.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.7%)
2018-01-06T20:08:20.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:23.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:26.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:29.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:32.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:35.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:38.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.8%)
2018-01-06T20:08:41.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.9%)
2018-01-06T20:08:44.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.9%)
2018-01-06T20:08:47.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.9%)
2018-01-06T20:08:50.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.9%)
2018-01-06T20:08:53.044-0800	[#############...........] jagdb.xaa700m_row	24.3GB/44.3GB (54.9%)
2018-01-06T20:08:56.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (54.9%)
2018-01-06T20:08:59.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (54.9%)
2018-01-06T20:09:02.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:05.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:08.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:11.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:14.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:17.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:20.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:23.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:26.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.0%)
2018-01-06T20:09:29.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:32.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:35.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:38.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:41.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:44.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:47.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.1%)
2018-01-06T20:09:50.044-0800	[#############...........] jagdb.xaa700m_row	24.4GB/44.3GB (55.2%)
2018-01-06T20:09:53.044-0800	[#############...........] jagdb.xaa700m_row	24.5GB/44.3GB (55.2%)
